titulo,precio,kilometros,año,combustible,ciudad,garantia,url
MERCEDES-BENZ Clase C C Coupe 250 d AMG Line 2p.,28700,180000,2016,1,Pontevedra,True,/mercedes-benz-clase-c-c-coupe-250-d-amg-line-2p-diesel-2016-en-pontevedra-51364533-covo.aspx
MERCEDES-BENZ Clase C C 220 d Avantgarde 4p.,23900,65200,2015,1,Barcelona,True,/mercedes-benz-clase-c-c-220-d-avantgarde-4p-diesel-2015-en-barcelona-51670337-covo.aspx
MERCEDES-BENZ Clase C C 180 4p.,37995,18912,2021,2,Cantabria,True,/mercedes-benz-clase-c-c-180-4p-gasolina-2020-en-cantabria-51180978-covo.aspx
MERCEDES-BENZ Clase C C Coupe MercedesAMG C 63 S Edition 1 M. 2p.,67990,92000,2016,2,Madrid,True,/mercedes-benz-clase-c-c-coupe-mercedesamg-c-63-s-edition-1-m-2p-gasolina-2016-en-madrid-51669482-covo.aspx
MERCEDES-BENZ Clase C MercedesAMG C 63 4p.,55000,25000,2016,2,Valencia,True,/mercedes-benz-clase-c-mercedesamg-c-63-4p-gasolina-2016-en-valencia-49523062-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC Avantgarde Estate 5p.,19900,230000,2016,1,Albacete,True,/mercedes-benz-clase-c-c-220-d-4matic-avantgarde-estate-5p-diesel-2016-en-albacete-51669402-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC 4p.,32000,38000,2018,1,Melilla,False,/mercedes-benz-clase-c-c-220-d-4matic-4p-diesel-2018-en-melilla-51667614-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,45400,9999,2021,1,Córdoba,True,/km-0/mercedes-benz/clase_c/cordoba/c_220_d-diesel-de-km0-50773537-kovn.aspx
MERCEDES-BENZ Clase C C Coupe 300 2p.,45000,24500,2018,2,La Rioja,True,/mercedes-benz-clase-c-c-coupe-300-gasolina-2018-en-la_rioja-50198763-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d 2p.,26900,107000,2017,1,Madrid,False,/mercedes-benz-clase-c-c-coupe-220-d-2p-diesel-2017-en-madrid-51667239-covo.aspx
MERCEDES-BENZ Clase C Coupe C 200 2p.,36500,21000,2018,2,Jaén,True,/mercedes-benz-clase-c-coupe-c-200-2p-gasolina-2018-en-jaen-51657537-covo.aspx
MERCEDES-BENZ Clase C C 220 d Avantgarde Estate 5p.,22995,94065,2016,1,Sevilla,True,/mercedes-benz-clase-c-c-220-d-avantgarde-estate-5p-diesel-2016-en-sevilla-51388626-covo.aspx
MERCEDES-BENZ Clase C C 200 d Estate 5p.,30900,119000,2019,1,A Coruña,True,/mercedes-benz-clase-c-c-200-d-estate-5p-diesel-2019-en-a_coruna-51665467-covo.aspx
MERCEDES-BENZ Clase C Coupe C 300 2p.,44500,37000,2019,2,Murcia,False,/mercedes-benz-clase-c-coupe-c-300-2p-gasolina-2019-en-murcia-51665297-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d AMG Line 2p.,27990,159990,2016,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-4matic-sportive-amg-4p-diesel-2016-en-madrid-51567721-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4M Sportive Avantgarde Estate 5p.,23900,124000,2016,1,Cádiz,True,/mercedes-benz-clase-c-c-220-d-sportive-avantgarde-estate-5p-diesel-2016-en-cadiz-51664925-covo.aspx
MERCEDES-BENZ Clase C C 220 d Avantgarde Estate 5p.,25699,47764,2016,1,Barcelona,True,/mercedes-benz-clase-c-c-220-d-avantgarde-estate-5p-diesel-2016-en-barcelona-51438097-covo.aspx
MERCEDES-BENZ Clase C C 350 e Exclusive 4p.,30500,67000,2016,5,Navarra,True,/mercedes-benz-clase-c-c-350-e-exclusive-4p--2016-en-navarra-51422301-covo.aspx
MERCEDES-BENZ Clase C Coupe C 220 d 2p.,35940,58802,2019,1,Barcelona,True,/mercedes-benz-clase-c-coupe-c-220-d-2p-diesel-2019-en-barcelona-51663261-covo.aspx
MERCEDES-BENZ Clase C Coupe C 300 2p.,47500,21,2021,4,Baleares,True,/mercedes-benz-clase-c-c-300-e-4p-electrico-hibrido-2021-en-baleares-51108796-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC AMG Line 4p.,30000,29000,2015,1,Barcelona,False,/mercedes-benz-clase-c-c-220-bluetec-amg-line-4p-diesel-2015-en-barcelona-51661816-covo.aspx
MERCEDES-BENZ Clase C Cabrio MercedesAMG C 43 4MATIC 2p.,57900,42000,2018,2,Madrid,True,/mercedes-benz-clase-c-cabrio-mercedesamg-c-43-4matic-2p-gasolina-2018-en-madrid-50155924-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d AMG Line 2p.,30490,86253,2016,1,Madrid,True,/mercedes-benz-clase-c-c-coupe-220-d-amg-line-2p-diesel-2016-en-madrid-51419564-covo.aspx
MERCEDES-BENZ Clase C C 200 d 4p.,36900,32824,2020,1,Valencia,True,/mercedes-benz-clase-c-c-200-d-4p-diesel-2020-en-valencia-51660763-covo.aspx
MERCEDES-BENZ Clase C C 200 d 4p.,36900,32824,2020,1,Murcia,True,/mercedes-benz-clase-c-c-200-d-4p-diesel-2020-en-murcia-51660489-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,41500,31000,2020,1,Valencia,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2020-en-valencia-51591854-covo.aspx
MERCEDES-BENZ Clase C C 200 d Sportive AMG 4p.,28500,53696,2016,1,Valladolid,True,/mercedes-benz-clase-c-c-200-d-sportive-amg-4p-diesel-2016-en-valladolid-51660289-covo.aspx
MERCEDES-BENZ Clase C Coupe C 220 d 2p.,46500,20900,2021,1,Valencia,True,/mercedes-benz-clase-c-coupe-c-220-d-2p-diesel-2021-en-valencia-51591609-covo.aspx
MERCEDES-BENZ Clase C Coupe MercedesAMG C 63 S 2p.,88900,20800,2020,2,Valencia,True,/mercedes-benz-clase-c-cabrio-mercedesamg-c-63-s-2p-gasolina-2020-en-valencia-51591855-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d 2p.,41900,41300,2018,1,Valencia,True,/mercedes-benz-clase-c-c-coupe-220-d-2p-diesel-2018-en-valencia-51591598-covo.aspx
MERCEDES-BENZ Clase C MercedesAMG C 43 4MATIC 5p.,39500,96000,2017,2,Barcelona,True,/mercedes-benz-clase-c-mercedesamg-c-43-4matic-5p-gasolina-2016-en-barcelona-51659733-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,28900,34706,2018,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2018-en-madrid-51659728-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC AMG Line Estate 5p.,26000,80100,2016,1,Barcelona,False,/mercedes-benz-clase-c-c-220-d-4matic-amg-line-estate-5p-diesel-2016-en-barcelona-51658759-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d 2p.,34990,38000,2018,1,Valencia,False,/mercedes-benz-clase-c-c-coupe-220-d-2p-diesel-2018-en-valencia-51657771-covo.aspx
MERCEDES-BENZ Clase C C 200 4p.,36490,24000,2019,4,Barcelona,True,/mercedes-benz-clase-c-c-200-4p-electrico-hibrido-2019-en-barcelona-50963026-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,21500,120000,2017,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2017-en-madrid-51657540-covo.aspx
MERCEDES-BENZ Clase C C 220 d Avantgarde 4p.,27990,53634,2017,1,Albacete,True,/mercedes-benz-clase-c-c-220-d-avantgarde-4p-diesel-2016-en-albacete-51657471-covo.aspx
MERCEDES-BENZ Clase C C 200 d 4p.,28500,148000,2018,1,Almería,True,/mercedes-benz-clase-c-c-200-d-4p-diesel-2018-en-almeria-51657184-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d 2p.,35900,36002,2018,1,Málaga,True,/mercedes-benz-clase-c-c-coupe-220-d-2p-diesel-2018-en-malaga-51336960-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC 4p.,30900,21500,2017,1,Málaga,True,/mercedes-benz-clase-c-c-220-d-4matic-4p-diesel-2017-en-malaga-51656867-covo.aspx
MERCEDES-BENZ Clase C C Cabrio 220 d 2p.,40900,43334,2017,1,Alicante,True,/mercedes-benz-clase-c-c-cabrio-220-d-2p-diesel-2017-en-alicante-51656852-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,26900,84000,2017,1,Burgos,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2017-en-burgos-51656842-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC AMG Line Estate 5p.,26000,115000,2015,1,Madrid,False,/mercedes-benz-clase-c-c-220-bluetec-amg-line-estate-5p-diesel-2015-en-madrid-51656533-covo.aspx
MERCEDES-BENZ Clase C C 200 d Estate 5p.,38900,11750,2021,1,Asturias,True,/mercedes-benz-clase-c-c-200-d-estate-5p-diesel-2021-en-asturias-51656349-covo.aspx
MERCEDES-BENZ Clase C C 220 CDI Estate 5p.,14900,196000,2014,1,Girona,True,/mercedes-benz-clase-c-c-220-cdi-estate-5p-diesel-2014-en-girona-50324115-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,32900,61000,2019,1,Zaragoza,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2019-en-zaragoza-50924433-covo.aspx
MERCEDES-BENZ Clase C C 220 d Sportive Avantgarde 4p.,24000,216000,2015,1,Toledo,False,/mercedes-benz-clase-c-c-220-d-sportive-avantgarde-4p-diesel-2015-en-toledo-51655482-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,26900,114336,2017,1,Badajoz,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2017-en-badajoz-50946817-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,28900,146917,2017,1,Badajoz,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2017-en-badajoz-50954928-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,46900,15218,2021,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2021-en-madrid-51654789-covo.aspx
MERCEDES-BENZ Clase C C 200 d Estate 5p.,19500,124498,2018,1,Pontevedra,True,/mercedes-benz-clase-c-c-200-d-estate-5p-diesel-2018-en-pontevedra-51654719-covo.aspx
MERCEDES-BENZ Clase C C 200 d 4p.,20900,106539,2017,1,Pontevedra,True,/mercedes-benz-clase-c-c-200-d-4p-diesel-2017-en-pontevedra-51654701-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,22500,114000,2016,1,Jaén,False,/mercedes-benz-clase-c-c-200-d-4p-diesel-2016-en-jaen-51654290-covo.aspx
MERCEDES-BENZ Clase C C Cabrio 220 d 2p.,43900,39000,2018,1,Vizcaya,False,/mercedes-benz-clase-c-c-cabrio-220-d-2p-diesel-2018-en-vizcaya-50659962-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,16900,319000,2016,1,Tarragona,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2016-en-tarragona-51653032-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC AMG Line 4p.,28990,118000,2014,1,Málaga,True,/mercedes-benz-clase-c-c-220-cdi-4matic-4p-diesel-2014-en-malaga-49308308-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,24990,125000,2017,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2017-en-madrid-51410304-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,29990,91300,2017,1,Tarragona,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2016-en-tarragona-51487031-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,32000,42938,2018,1,Albacete,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2018-en-albacete-50855470-covo.aspx
MERCEDES-BENZ Clase C C 200 d 4p.,36500,27179,2020,1,Albacete,True,/mercedes-benz-clase-c-c-200-d-4p-diesel-2020-en-albacete-50870127-covo.aspx
MERCEDES-BENZ Clase C Coupe MercedesAMG C 43 4MATIC 2p.,63900,42500,2019,2,Vizcaya,True,/mercedes-benz-clase-c-coupe-mercedesamg-c-43-4matic-2p-gasolina-2019-en-vizcaya-51408354-covo.aspx
MERCEDES-BENZ Clase C C 200 d Estate 5p.,36995,32135,2020,1,Cantabria,True,/mercedes-benz-clase-c-c-200-d-estate-5p-diesel-2020-en-cantabria-51649864-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,26900,62500,2017,1,Málaga,False,/mercedes-benz-clase-c-c-220-d-4p-diesel-2017-en-malaga-51646379-covo.aspx
MERCEDES-BENZ Clase C C 220 CDI 4MATIC Avantgarde 4p.,26900,18000,2014,1,Alicante,True,/mercedes-benz-clase-c-c-220-cdi-4matic-avantgarde-4p-diesel-2014-en-alicante-51649231-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC Sportive AMG Estate 5p.,14800,295000,2014,1,Alicante,False,/mercedes-benz-clase-c-c-220-bluetec-sportive-amg-estate-5p-diesel-2014-en-alicante-51112558-covo.aspx
MERCEDES-BENZ Clase C AMG C 63 S 4p.,55800,80000,2018,2,Málaga,True,/mercedes-benz-clase-c-amg-c-63-s-4p-gasolina-2014-en-malaga-51142262-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC Estate 5p.,12900,235300,2014,1,Pontevedra,True,/mercedes-benz-clase-c-c-220-bluetec-estate-5p-diesel-2014-en-pontevedra-51647709-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,24500,113000,2015,1,Badajoz,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2015-en-badajoz-50169262-covo.aspx
MERCEDES-BENZ,17900,178500,2015,1,Badajoz,False,/mercedes-benz-clase-c--5p-diesel-2015-en-badajoz-51648609-covo.aspx
MERCEDES-BENZ Clase C C 200 d 4p.,34790,39990,2019,1,Sevilla,True,/mercedes-benz-clase-c-c-200-d-4p-diesel-2019-en-sevilla-51647377-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC AMG Line 4p.,23000,151000,2016,1,Girona,False,/mercedes-benz-clase-c-c-220-d-4matic-amg-line-4p-diesel-2016-en-girona-51647264-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,25590,114500,2016,1,Sevilla,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2016-en-sevilla-51647363-covo.aspx
MERCEDES-BENZ Clase C C 220 d Sportive Avantgarde Estate 5p.,23990,44300,2016,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-sportive-avantgarde-estate-5p-diesel-2016-en-madrid-51506307-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC Sportive AMG Estate 5p.,24500,130000,2015,1,Cantabria,True,/mercedes-benz-clase-c-c-220-bluetec-sportive-amg-estate-5p-diesel-2015-en-cantabria-49377551-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC Avantgarde 4p.,28499,74000,2014,1,Murcia,True,/mercedes-benz-clase-c-c-220-bluetec-avantgarde-4p-diesel-2014-en-murcia-51706244-covo.aspx
MERCEDES-BENZ Clase C MercedesAMG C 43 4MATIC,41500,83000,2018,2,Vizcaya,True,/mercedes-benz-clase-c-mercedesamg-c-43-4matic-4p-gasolina-2018-en-vizcaya-48656243-covo.aspx
MERCEDES-BENZ Clase C C Coupe MercedesAMG C 63 2p.,68000,109000,2016,2,Cádiz,True,/mercedes-benz-clase-c-c-coupe-mercedesamg-c-63-2p-gasolina-2016-en-cadiz-51534824-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,22500,145000,2015,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2015-en-madrid-51643783-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,33500,50727,2018,1,Barcelona,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2018-en-barcelona-51500756-covo.aspx
MERCEDES-BENZ Clase C C 200 d Estate 5p.,26900,99000,2019,1,Madrid,True,/mercedes-benz-clase-c-c-200-d-estate-5p-diesel-2019-en-madrid-51643753-covo.aspx
MERCEDES-BENZ Clase C C 350 e AMG Line Estate 5p.,24900,233015,2016,5,Badajoz,True,/mercedes-benz-clase-c-c-350-e-amg-line-estate-5p-electrico-hibrido-2016-en-badajoz-51344879-covo.aspx
MERCEDES-BENZ Clase C C 220 d Avantgarde 4p.,25900,113321,2016,1,Badajoz,True,/mercedes-benz-clase-c-c-220-d-avantgarde-4p-diesel-2016-en-badajoz-51108869-covo.aspx
MERCEDES-BENZ Clase C 200 d Avantgarde 4p.,27900,128077,2016,1,Badajoz,True,/mercedes-benz-clase-c-200-d-avantgarde-4p-diesel-2016-en-badajoz-51030507-covo.aspx
MERCEDES-BENZ Clase C C 200 d Estate 5p.,28900,74856,2019,1,Sevilla,True,/mercedes-benz-clase-c-c-200-d-estate-5p-diesel-2019-en-sevilla-51612000-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,42000,21275,2020,1,Baleares,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2020-en-baleares-51022326-covo.aspx
MERCEDES-BENZ Clase C  5p.,18800,146000,2016,1,Alicante,False,/mercedes-benz-clase-c--5p-diesel-2016-en-alicante-51643522-covo.aspx
MERCEDES-BENZ Clase C Coupe C 220 d 2p.,39900,29900,2019,1,Huelva,True,/mercedes-benz-clase-c-coupe-c-220-d-2p-diesel-2019-en-huelva-49304274-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC 4p.,26990,56500,2017,1,Barcelona,True,/mercedes-benz-clase-c-c-220-d-4matic-diesel-2017-en-barcelona-51313895-covo.aspx
MERCEDES-BENZ Clase C C Coupe 200 2p.,31199,47245,2017,2,Madrid,True,/mercedes-benz-clase-c-c-coupe-200-2p-gasolina-2017-en-madrid-51640979-covo.aspx
MERCEDES-BENZ Clase C C 300 h Estate 5p.,32900,87000,2017,4,Madrid,True,/mercedes-benz-clase-c-c-300-h-estate-5p-electrico-hibrido-2017-en-madrid-51132636-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4p.,30500,90111,2017,1,Huelva,True,/mercedes-benz-clase-c-c-220-d-4p-diesel-2017-en-huelva-51640678-covo.aspx
MERCEDES-BENZ Clase C C 220 CDI 4MATIC Avantgarde 4p.,24500,70000,2014,1,Asturias,True,/mercedes-benz-clase-c-c-220-cdi-4matic-avantgarde-diesel-2014-en-asturias-51207113-covo.aspx
MERCEDES-BENZ Clase C Coupe C 220 d 2p.,37900,68000,2018,1,Cuenca,True,/mercedes-benz-clase-c-coupe-c-220-d-2p-diesel-2018-en-cuenca-51639890-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC Estate 5p.,19100,199000,2017,1,Cádiz,True,/mercedes-benz-clase-c-c-220-d-4matic-estate-5p-diesel-2017-en-cadiz-51639855-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d 2p.,36900,75845,2018,1,Madrid,True,/mercedes-benz-clase-c-c-coupe-220-d-2p-diesel-2018-en-madrid-51639735-covo.aspx
MERCEDES-BENZ Clase C  5p.,29000,90000,2016,1,A Coruña,False,/mercedes-benz-clase-c--5p-diesel-2016-en-a_coruna-51640780-covo.aspx
MERCEDES-BENZ Clase C C Coupe 200 2p.,32500,58000,2017,2,Valencia,True,/mercedes-benz-clase-c-c-coupe-200-2p-gasolina-2017-en-valencia-51441259-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,31900,68000,2018,1,Barcelona,False,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2018-en-barcelona-51638724-covo.aspx
MERCEDES-BENZ Clase C C 220 d Avantgarde 4p.,23990,86000,2016,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-avantgarde-4p-diesel-2016-en-madrid-51615991-covo.aspx
MERCEDES-BENZ Clase C C 220 d AMG Line 4p.,22700,96000,2017,1,Sevilla,True,/mercedes-benz-clase-c-c-220-d-amg-line-4p-diesel-2015-en-sevilla-51637961-covo.aspx
MERCEDES-BENZ Clase C C 220 d Exclusive 4p.,27700,66000,2019,1,Sevilla,True,/mercedes-benz-clase-c-c-220-d-exclusive-4p-diesel-2016-en-sevilla-51637923-covo.aspx
MERCEDES-BENZ Clase C C 220 d 4MATIC 4p.,24800,140000,2017,1,León,True,/mercedes-benz-clase-c-c-220-d-4matic-4p-diesel-2017-en-leon-51637871-covo.aspx
MERCEDES-BENZ Clase C  5p.,8000,217300,2020,1,Málaga,False,/mercedes-benz-clase-c--5p-diesel-2020-en-malaga-51638759-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,30500,54850,2018,1,Madrid,False,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2018-en-madrid-51637530-covo.aspx
MERCEDES-BENZ Clase C C 200 Estate 5p.,42600,15719,2020,4,Barcelona,True,/mercedes-benz-clase-c-c-200-estate-5p-electrico-hibrido-2020-en-barcelona-50205376-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,43900,25096,2020,1,Barcelona,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2020-en-barcelona-50204991-covo.aspx
MERCEDES-BENZ Clase C C 450 AMG 4MATIC,34000,74000,2016,2,Asturias,True,/mercedes-benz-clase-c-c-450-amg-4matic-gasolina-2016-en-asturias-50592780-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d,34900,109303,2017,1,Pontevedra,True,/mercedes-benz-clase-c-c-coupe-220-d-diesel-2017-en-pontevedra-50171811-covo.aspx
MERCEDES-BENZ Clase C C 200 4p.,38990,20700,2020,4,Sta. C. Tenerife,True,/mercedes-benz-clase-c-c-200-otros-2020-en-sta_c_tenerife-51153490-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,28790,64500,2017,1,Burgos,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2017-en-burgos-51636204-covo.aspx
MERCEDES-BENZ Clase C C Coupe 300 2p.,36990,35000,2018,2,Guipúzcoa,True,/mercedes-benz-clase-c-c-coupe-300-2p-gasolina-2018-en-guipuzcoa-50922293-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d 2p.,33400,73000,2016,1,Pontevedra,True,/mercedes-benz-clase-c-c-coupe-220-d-2p-diesel-2016-en-pontevedra-51604011-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,28990,86000,2018,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2018-en-madrid-51397302-covo.aspx
MERCEDES-BENZ Clase C C 220 d Sportive AMG Estate 5p.,25900,163000,2016,1,Cuenca,True,/mercedes-benz-clase-c-c-220-d-sportive-amg-estate-5p-diesel-2016-en-cuenca-49292196-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC AMG Line 4p.,19900,155000,2014,1,Zaragoza,False,/mercedes-benz-clase-c-c-220-bluetec-amg-line-4p-diesel-2014-en-zaragoza-51635372-covo.aspx
MERCEDES-BENZ Clase C C 220 d Avantgarde Estate 5p.,19490,139500,2016,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-avantgarde-estate-5p-diesel-2016-en-madrid-51635186-covo.aspx
MERCEDES-BENZ Clase C C 350 e 4p.,32900,40578,2017,5,Valencia,True,/mercedes-benz-clase-c-c-350-e-4p-electrico-hibrido-2017-en-valencia-49021481-covo.aspx
MERCEDES-BENZ Clase C C 220 d AMG Line 4p.,27900,114000,2016,1,Jaén,True,/mercedes-benz-clase-c-c-220-d-amg-line-4p-diesel-2016-en-jaen-51634550-covo.aspx
MERCEDES-BENZ Clase C Coupe C 300 2p.,45900,9500,2020,4,Madrid,True,/km-0/mercedes-benz/clase_c/madrid/coupe_c_300-electrico-hibrido-de-km0-47681411-kovn.aspx
MERCEDES-BENZ Clase C C 220 d AMG Line Estate 5p.,24500,105000,2015,1,Guipúzcoa,True,/mercedes-benz-clase-c-c-220-d-amg-line-estate-5p-diesel-2015-en-guipuzcoa-50696200-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d 2p.,30500,99000,2017,1,Salamanca,False,/mercedes-benz-clase-c-c-coupe-220-d-2p-diesel-2017-en-salamanca-51633845-covo.aspx
MERCEDES-BENZ Clase C MercedesAMG C 43 4MATIC Estate 5p.,59900,29000,2020,2,Málaga,True,/mercedes-benz-clase-c-mercedesamg-c-43-4matic-estate-5p-gasolina-2020-en-malaga-50898109-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,20950,220000,2018,1,Madrid,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2017-en-madrid-51633242-covo.aspx
MERCEDES-BENZ Clase C Coupe MercedesAMG C 43 4MATIC,66200,3361,2020,2,Girona,True,/mercedes-benz-clase-c-coupe-mercedesamg-c-43-4matic-2p-gasolina-2020-en-girona-49444725-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d AMG Line 2p.,32900,58306,2017,1,Baleares,True,/mercedes-benz-clase-c-c-coupe-220-d-amg-line-2p-diesel-2016-en-baleares-51437816-covo.aspx
MERCEDES-BENZ Clase C C Coupe MercedesAMG C 43 4MATIC 2p.,41500,41733,2016,2,Barcelona,True,/mercedes-benz-clase-c-c-coupe-mercedesamg-c-43-4matic-2p-gasolina-2016-en-barcelona-51389857-covo.aspx
MERCEDES-BENZ Clase C C 250 d 4MATIC AMG Line 4p.,32800,81500,2016,1,Granada,True,/mercedes-benz-clase-c-c-250-d-4matic-amg-line-4p-diesel-2016-en-granada-51632742-covo.aspx
MERCEDES-BENZ Clase C C 300 h Estate 5p.,27990,97000,2016,4,Sevilla,True,/mercedes-benz-clase-c-c-300-h-estate-5p-electrico-hibrido-2016-en-sevilla-51632565-covo.aspx
MERCEDES-BENZ Clase C C 220 d,18200,133000,2016,1,Huelva,True,/mercedes-benz-clase-c-c-220-d-diesel-2016-en-huelva-50359308-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,23999,197000,2017,1,Salamanca,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2017-en-salamanca-51631973-covo.aspx
MERCEDES-BENZ Clase C C Coupe 220 d AMG Line 2p.,26999,126000,2016,1,Barcelona,True,/mercedes-benz-clase-c-c-coupe-220-d-amg-line-2p-diesel-2016-en-barcelona-51488364-covo.aspx
MERCEDES-BENZ Clase C C 220 d Estate 5p.,33900,77400,2018,1,Málaga,True,/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2018-en-malaga-51386588-covo.aspx
MERCEDES-BENZ Clase C C 200 d 4p.,30490,51499,2018,1,Sevilla,True,/mercedes-benz-clase-c-c-200-d-4p-diesel-2018-en-sevilla-51630371-covo.aspx
MERCEDES-BENZ Clase C MercedesAMG C 63 Estate 5p.,54990,63202,2017,2,Sevilla,True,/mercedes-benz-clase-c-mercedesamg-c-63-estate-5p-gasolina-2016-en-sevilla-51630255-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC Avantgarde Estate 5p.,22490,99946,2015,1,Sevilla,True,/mercedes-benz-clase-c-c-220-bluetec-avantgarde-estate-5p-diesel-2014-en-sevilla-51630050-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC AMG Line 4p.,25290,144100,2015,1,Sevilla,True,/mercedes-benz-clase-c-c-220-bluetec-amg-line-4p-diesel-2014-en-sevilla-51630043-covo.aspx
MERCEDES-BENZ Clase C C 220 BlueTEC AMG Line 4p.,23490,135000,2014,1,Sevilla,True,/mercedes-benz-clase-c-c-220-bluetec-amg-line-4p-diesel-2014-en-sevilla-51630018-covo.aspx
MERCEDES-BENZ Clase C Coupe C 220 d 2p.,42990,30999,2020,1,Sevilla,True,/mercedes-benz-clase-c-coupe-c-220-d-2p-diesel-2020-en-sevilla-51629987-covo.aspx
